Invoice ID,Branch,CustomerID,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Longitude,Latitude
174-36-3675,C,C1383,Naypyitaw,Member,Male,Health and beauty,99.37,3,14.9055,298.11,03-07-2019,17:29,Cash,198.74,4.761904762,99.37,5.46,96.0785,19.7633
428-83-5800,C,C1411,Naypyitaw,Member,Female,Health and beauty,21.08,6,6.324,126.48,03-01-2019,10:25,Cash,63.24,4.761904762,63.24,7.665,96.0785,19.7633
603-07-0961,C,C1308,Naypyitaw,Member,Male,Health and beauty,74.79,8,29.916,598.32,17-05-2019,11:34,Cash,373.95,4.761904762,224.37,5.145,96.0785,19.7633
704-20-4138,C,C1375,Naypyitaw,Normal,Female,Health and beauty,29.67,8,11.868,237.36,09-12-2019,18:58,Credit card,207.69,4.761904762,29.67,8.505,96.0785,19.7633
787-15-1757,C,C1358,Naypyitaw,Normal,Male,Health and beauty,44.07,5,11.0175,220.35,19-10-2019,16:28,Ewallet,176.28,4.761904762,44.07,8.82,96.0785,19.7633
649-11-3678,C,C1453,Naypyitaw,Normal,Female,Health and beauty,22.93,11,12.6115,252.23,10-11-2019,20:26,Cash,206.37,4.761904762,45.86,5.775,96.0785,19.7633
622-20-1945,C,C1345,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,39.42,27-01-2019,15:08,Cash,39.42,4.761904762,0,8.82,96.0785,19.7633
372-94-8041,A,C1879,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,91.56,28-03-2019,18:03,Ewallet,91.56,4.761904762,0,9.8,96.1735,16.8409
563-91-7120,A,C1730,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,308.85,19-03-2019,13:21,Cash,308.85,4.761904762,0,6.7,96.1735,16.8409
746-54-5508,A,C1851,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,129.12,04-10-2019,12:48,Credit card,129.12,4.761904762,0,9.4,96.1735,16.8409
276-54-0879,B,C1221,Mandalay,Normal,Male,Sports and travel,97.74,6,29.322,586.44,09-03-2019,19:53,Ewallet,390.96,4.761904762,195.48,7.68,96.0891,21.9588
815-11-1168,A,C1607,Yangon,Normal,Male,Food and beverages,99.78,5,24.945,498.9,16-02-2019,19:09,Cash,498.9,4.761904762,0,5.4,96.1735,16.8409
719-76-3868,C,C1485,Naypyitaw,Normal,Male,Food and beverages,94.26,5,23.565,471.3,21-06-2019,16:30,Cash,377.04,4.761904762,94.26,9.03,96.0785,19.7633
730-61-8757,B,C1270,Mandalay,Normal,Male,Health and beauty,51.13,6,15.339,306.78,03-04-2019,10:11,Credit card,204.52,4.761904762,102.26,4.8,96.0891,21.9588
340-66-0321,A,C1809,Yangon,Normal,Male,Electronic accessories,36.36,4,7.272,145.44,22-04-2019,13:07,Cash,145.44,4.761904762,0,7.6,96.1735,16.8409
868-81-1752,B,C1296,Mandalay,Normal,Male,Home and lifestyle,22.02,13,14.313,286.26,21-02-2019,18:48,Cash,198.18,4.761904762,88.08,8.16,96.0891,21.9588
634-97-8956,A,C1712,Yangon,Normal,Male,,32.9,3,4.935,98.7,16-01-2019,17:27,Credit card,98.7,4.761904762,0,9.1,96.1735,16.8409
566-71-1091,A,C1854,Yangon,Normal,Male,,77.02,5,19.255,385.1,05-09-2019,15:59,Cash,385.1,4.761904762,0,5.5,96.1735,16.8409
442-48-3607,A,C1659,Yangon,Normal,Male,,23.48,2,,46.96,19-04-2019,11:21,Credit card,46.96,4.761904762,0,7.9,96.1735,16.8409
835-16-0096,C,C1333,Naypyitaw,Member,Male,,14.7,8,,117.6,19-07-2019,13:48,Ewallet,73.5,4.761904762,44.1,8.925,96.0785,19.7633
527-09-6272,A,C1679,Yangon,Member,Female,,28.45,7,,199.15,08-04-2019,10:17,Credit card,142.25,4.761904762,56.9,9.1,96.1735,16.8409
898-04-2717,A,C1704,Yangon,Normal,Male,,76.4,9,,687.6,21-10-2019,15:49,Ewallet,687.6,4.761904762,0,7.5,96.1735,16.8409
692-27-8933,B,C1239,Mandalay,Normal,Female,,57.95,8,,463.6,20-07-2019,13:02,Cash,347.7,4.761904762,115.9,6.24,96.0891,21.9588
633-09-3463,C,C1482,Naypyitaw,Normal,Female,,47.65,4,,190.6,19-04-2019,12:58,Credit card,142.95,4.761904762,47.65,9.975,96.0785,19.7633
374-17-3652,B,C1272,Mandalay,Member,Female,,42.82,18,38.538,770.76,13-02-2019,15:26,Credit card,385.38,4.761904762,385.38,10,96.0891,21.9588
378-07-7001,B,C1287,Mandalay,Member,Male,,48.09,6,14.427,288.54,10-10-2019,18:23,Credit card,144.27,4.761904762,144.27,9.36,96.0891,21.9588
433-75-6987,B,C1249,Mandalay,Member,Female,Health and beauty,55.97,14,39.179,783.58,05-07-2019,19:06,Ewallet,391.79,4.761904762,391.79,10,96.0891,21.9588
873-95-4984,B,C1276,Mandalay,Member,Female,Health and beauty,76.9,14,53.83,1076.6,22-12-2019,20:21,Cash,538.3,4.761904762,538.3,9.24,96.0891,21.9588
416-13-5917,C,C1466,Naypyitaw,Normal,Female,Food and beverages,97.03,6,29.109,582.18,10-09-2019,16:24,Ewallet,485.15,4.761904762,97.03,9.765,96.0785,19.7633
150-89-8043,A,C1763,Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,133.95,17-07-2019,15:04,Cash,133.95,4.761904762,0,6.2,96.1735,16.8409
135-84-8019,A,C1652,Yangon,Normal,Female,Fashion accessories,77.93,9,35.0685,701.37,01-07-2019,16:10,Ewallet,701.37,4.761904762,0,7.6,96.1735,16.8409
441-94-7118,A,C1833,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,71.95,12-09-2019,12:14,Cash,71.95,4.761904762,0,7.3,96.1735,16.8409
725-96-3778,C,C1368,Naypyitaw,Member,Female,Home and lifestyle,89.25,14,62.475,1249.5,08-06-2019,10:13,Cash,714,4.761904762,535.5,4.935,96.0785,19.7633
531-80-1784,A,C1645,Yangon,Normal,Male,Electronic accessories,26.02,7,9.107,182.14,05-08-2019,17:38,Cash,182.14,4.761904762,0,5.1,96.1735,16.8409
400-45-1220,B,C1284,Mandalay,Normal,Female,Health and beauty,13.5,14,9.45,189,18-09-2019,11:06,Credit card,135,4.761904762,54,5.76,96.0891,21.9588
860-79-0874,C,C1429,Naypyitaw,Member,Female,Fashion accessories,99.3,17,84.405,1688.1,01-09-2019,14:53,Credit card,993,4.761904762,695.1,6.93,96.0785,19.7633
834-61-8124,A,C1856,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,361.83,04-03-2019,18:22,Cash,361.83,4.761904762,0,5.5,96.1735,16.8409
115-99-4379,B,C1202,Mandalay,Member,Female,Fashion accessories,54.73,14,38.311,766.22,27-03-2019,19:02,Credit card,383.11,4.761904762,383.11,10,96.0891,21.9588
565-67-6697,,C1255,Mandalay,Member,Male,Home and lifestyle,27,18,24.3,486,28-05-2019,14:16,Cash,243,4.761904762,243,5.76,96.0891,21.9588
320-49-6392,,C1354,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.512,30.24,20-12-2019,15:44,Cash,30.24,4.761904762,0,8.82,96.0785,19.7633
889-04-9723,,C1274,Mandalay,Member,Female,Food and beverages,89.14,8,35.656,713.12,05-05-2019,12:20,Credit card,356.56,4.761904762,356.56,9.36,96.0891,21.9588
632-90-0281,,C1448,Naypyitaw,Normal,Female,Fashion accessories,37.55,12,22.53,450.6,24-06-2019,20:01,Credit card,375.5,4.761904762,75.1,9.765,96.0785,19.7633
554-42-2417,,C1341,Naypyitaw,Normal,Female,Sports and travel,95.44,12,57.264,1145.28,15-03-2019,13:45,Cash,954.4,4.761904762,190.88,5.46,96.0785,19.7633
453-63-6187,,C1242,Mandalay,Normal,Male,Electronic accessories,27.5,4,5.5,110,16-03-2019,15:40,Ewallet,82.5,4.761904762,27.5,7.8,96.0891,21.9588
578-80-7669,,C1204,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,74.97,15-05-2019,16:58,Cash,74.97,4.761904762,0,6.72,96.0891,21.9588
612-36-5536,,C1619,Yangon,Member,Male,Food and beverages,80.96,11,44.528,890.56,08-04-2019,11:12,Credit card,647.68,4.761904762,242.88,7.4,96.1735,16.8409
605-72-4132,,C1327,Naypyitaw,Normal,Female,Food and beverages,94.47,10,47.235,944.7,06-07-2019,15:12,Cash,755.76,4.761904762,188.94,9.555,96.0785,19.7633
471-41-2823,,C1415,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,199.58,16-03-2019,20:37,Ewallet,199.58,4.761904762,0,8.4,96.0785,19.7633
462-67-9126,,C1724,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,439.32,03-03-2019,17:44,Cash,439.32,4.761904762,0,7.2,96.1735,16.8409
272-27-9238,,C1373,Naypyitaw,Normal,Female,Food and beverages,41.24,5,10.31,206.2,28-09-2019,16:23,Cash,164.96,4.761904762,41.24,7.455,96.0785,19.7633
834-25-9262,,C1379,Naypyitaw,Normal,Female,Fashion accessories,81.68,5,20.42,408.4,29-01-2019,12:12,Cash,326.72,4.761904762,81.68,9.555,96.0785,19.7633
122-61-9553,,C1372,Naypyitaw,Normal,Female,Electronic accessories,51.32,11,28.226,564.52,21-02-2019,19:33,Cash,461.88,4.761904762,102.64,5.88,96.0785,19.7633
468-88-0009,,C1670,Yangon,Member,Male,Home and lifestyle,65.94,6,19.782,395.64,01-04-2019,10:29,Cash,263.76,4.761904762,131.88,6,96.1735,16.8409
613-59-9758,,C1398,Naypyitaw,Normal,Female,Sports and travel,14.36,12,8.616,172.32,14-07-2019,14:28,Cash,143.6,4.761904762,28.72,5.67,96.0785,19.7633
254-31-0042,,C1835,Yangon,Member,Male,Electronic accessories,21.5,13,13.975,279.5,01-02-2019,12:46,Credit card,193.5,4.761904762,86,7.8,96.1735,16.8409
201-86-2184,,C1246,Mandalay,Member,Female,Electronic accessories,26.26,14,18.382,367.64,01-05-2019,19:40,Cash,183.82,4.761904762,183.82,10,96.0891,21.9588
261-12-8671,,C1243,Mandalay,Normal,Female,Fashion accessories,60.96,3,9.144,182.88,13-08-2019,19:39,Credit card,121.92,4.761904762,60.96,5.88,96.0891,21.9588
730-70-9830,,C1471,Naypyitaw,Normal,Female,Home and lifestyle,70.11,7,24.5385,490.77,14-09-2019,17:54,Ewallet,420.66,4.761904762,70.11,5.46,96.0785,19.7633
382-25-8917,,C1460,Naypyitaw,Normal,Male,Fashion accessories,42.08,7,14.728,294.56,09-10-2019,12:25,Cash,252.48,4.761904762,42.08,9.345,96.0785,19.7633
422-29-8786,,C1615,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,335.45,17-10-2019,16:47,Credit card,335.45,4.761904762,0,9.1,96.1735,16.8409
667-23-5919,,C1868,Yangon,Member,Female,Fashion accessories,96.7,7,33.845,676.9,04-08-2019,12:52,Ewallet,483.5,4.761904762,193.4,,96.1735,16.8409
843-01-4703,,C1222,Mandalay,Member,Female,Health and beauty,35.38,18,31.842,636.84,20-12-2019,19:50,Credit card,318.42,4.761904762,318.42,,96.0891,21.9588
743-88-1662,,C1419,Naypyitaw,Normal,Male,Health and beauty,95.49,8,38.196,763.92,12-08-2019,18:17,Ewallet,668.43,4.761904762,95.49,,96.0785,19.7633
595-86-2894,,C1403,Naypyitaw,Member,Male,Health and beauty,96.98,7,33.943,678.86,29-05-2019,17:20,Ewallet,387.92,4.761904762,290.94,,96.0785,19.7633
182-69-8360,,C1264,Mandalay,Normal,Female,Health and beauty,23.65,6,7.095,141.9,03-08-2019,13:32,Credit card,94.6,4.761904762,47.3,,96.0891,21.9588
289-15-7034,,C1654,Yangon,Member,Male,Health and beauty,82.33,6,24.699,493.98,27-07-2019,10:37,Credit card,329.32,4.761904762,164.66,,96.1735,16.8409
462-78-5240,,C1369,Naypyitaw,Normal,Female,Health and beauty,26.61,2,2.661,53.22,20-10-2019,14:35,Cash,53.22,4.761904762,0,,96.0785,19.7633
868-52-7573,,C1243,Mandalay,Normal,Female,Health and beauty,99.69,7,34.8915,697.83,31-12-2019,12:09,Cash,498.45,4.761904762,199.38,,96.0891,21.9588
153-58-4872,,C1369,Naypyitaw,Member,Female,Health and beauty,74.89,7,26.2115,524.23,12-10-2019,15:32,Ewallet,299.56,4.761904762,224.67,4.41,96.0785,19.7633
662-72-2873,,C1635,Yangon,Normal,Female,Health and beauty,40.94,5,10.235,204.7,05-01-2019,13:58,Ewallet,204.7,4.761904762,0,9.9,96.1735,16.8409
525-88-7307,,C1270,Mandalay,Member,Male,Health and beauty,75.82,1,3.791,75.82,02-07-2019,13:19,Cash,75.82,4.761904762,0,6.96,96.0891,21.9588
689-16-9784,,C1301,Naypyitaw,Normal,Male,Health and beauty,46.77,7,16.3695,327.39,14-05-2019,13:37,Cash,280.62,4.761904762,46.77,6.3,96.0785,19.7633
725-56-0833,,C1776,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,323.2,29-05-2019,16:49,Credit card,323.2,4.761904762,0,10,96.1735,16.8409
394-41-0748,,C1431,Naypyitaw,Member,Female,Health and beauty,54.07,15,40.5525,811.05,01-10-2019,14:55,Ewallet,486.63,4.761904762,324.42,9.975,96.0785,19.7633
596-42-3999,,C1228,Mandalay,Normal,Male,Health and beauty,18.22,10,9.11,182.2,02-10-2019,14:04,Credit card,127.54,4.761904762,54.66,7.92,96.0891,21.9588
541-89-9860,,C1497,Naypyitaw,Member,Female,Health and beauty,80.48,6,24.144,482.88,18-03-2019,12:31,Cash,241.44,4.761904762,241.44,8.505,96.0785,19.7633
173-82-9529,,C1217,Mandalay,Normal,Female,Health and beauty,37.95,14,26.565,531.3,01-06-2019,14:51,Cash,379.5,4.761904762,151.8,10,96.0891,21.9588
563-36-9814,,C1609,Yangon,Member,Male,Health and beauty,76.82,1,3.841,76.82,12-10-2019,18:27,Ewallet,76.82,4.761904762,0,7.2,96.1735,16.8409
308-47-4913,,C1840,Yangon,Member,Female,Health and beauty,52.26,14,36.582,731.64,15-03-2019,12:45,Credit card,522.6,4.761904762,209.04,6.2,96.1735,16.8409
885-17-6250,,C1661,Yangon,Normal,Female,Health and beauty,79.74,1,3.987,79.74,17-10-2019,10:36,Ewallet,79.74,4.761904762,0,7.3,96.1735,16.8409
726-27-2396,,C1812,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,387.5,30-03-2019,20:36,Ewallet,387.5,4.761904762,0,4.3,96.1735,16.8409
316-01-3952,,C1732,Yangon,Normal,Female,Health and beauty,54.27,5,13.5675,271.35,01-08-2019,14:16,Ewallet,271.35,4.761904762,0,4.6,96.1735,16.8409
760-54-1821,,C1216,Mandalay,Normal,Male,Health and beauty,13.59,13,8.8335,176.67,26-02-2019,10:26,Cash,122.31,4.761904762,54.36,6.96,96.0891,21.9588
793-10-3222,,C1215,Mandalay,Member,Female,Health and beauty,41.06,11,22.583,451.66,06-04-2019,13:30,Credit card,246.36,4.761904762,205.3,9.96,96.0891,21.9588
346-12-3257,,C1252,Mandalay,Member,Male,Health and beauty,19.24,18,17.316,346.32,07-06-2019,16:28,Cash,173.16,4.761904762,173.16,9.6,96.0891,21.9588
110-05-6330,,C1499,Naypyitaw,Normal,Female,Health and beauty,39.43,7,13.8005,276.01,23-09-2019,20:18,Credit card,236.58,4.761904762,39.43,9.87,96.0785,19.7633
651-61-0874,,C1309,Naypyitaw,Normal,Male,Health and beauty,46.22,5,11.555,231.1,19-03-2019,20:04,Credit card,184.88,4.761904762,46.22,6.51,96.0785,19.7633
236-86-3015,,C1437,Naypyitaw,Member,Male,Health and beauty,13.98,1,0.699,13.98,10-06-2019,13:38,Ewallet,13.98,4.761904762,0,10,96.0785,19.7633
831-64-0259,,C1260,Mandalay,Normal,Female,Fashion accessories,39.75,7,13.9125,278.25,05-08-2019,10:43,Ewallet,198.75,4.761904762,79.5,10,96.0891,21.9588
587-03-7455,,C1454,Naypyitaw,Member,Female,Fashion accessories,97.79,11,53.7845,1075.69,16-01-2019,17:30,Ewallet,684.53,4.761904762,391.16,5.145,96.0785,19.7633
882-40-4577,,C1750,Yangon,Member,Male,Sports and travel,67.26,6,20.178,403.56,19-11-2019,15:28,Credit card,269.04,4.761904762,134.52,8,96.1735,16.8409
732-67-5346,,C1625,Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,68.95,14-07-2019,19:07,Credit card,68.95,4.761904762,0,7.8,96.1735,16.8409
725-32-9708,,C1275,Mandalay,Member,Female,Fashion accessories,68.71,8,27.484,549.68,20-02-2019,19:01,Cash,274.84,4.761904762,274.84,4.92,96.0891,21.9588
256-08-8343,,C1612,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,226.12,25-02-2019,19:48,Ewallet,226.12,4.761904762,0,5.5,96.1735,16.8409
372-26-1506,,C1414,Naypyitaw,Normal,Female,Fashion accessories,23.82,6,7.146,142.92,15-04-2019,19:24,Ewallet,119.1,4.761904762,23.82,5.67,96.0785,19.7633
244-08-0162,,C1262,Mandalay,Normal,Female,Health and beauty,34.21,14,23.947,478.94,28-11-2019,13:00,Cash,342.1,4.761904762,136.84,6.12,96.0891,21.9588
569-71-4390,,C1270,Mandalay,Normal,Male,Sports and travel,21.87,3,3.2805,65.61,17-10-2019,14:29,Ewallet,43.74,4.761904762,21.87,8.28,96.0891,21.9588
132-23-6451,,C1699,Yangon,Member,Male,Health and beauty,20.97,7,7.3395,146.79,07-01-2019,13:21,Cash,104.85,4.761904762,41.94,7.8,96.1735,16.8409
696-90-2548,,C1756,Yangon,Normal,Male,Sports and travel,25.84,3,3.876,77.52,24-11-2019,18:55,Ewallet,77.52,4.761904762,0,6.6,96.1735,16.8409
472-15-9636,,C1639,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,407.44,10-01-2019,19:36,Ewallet,407.44,4.761904762,0,9.2,96.1735,16.8409
268-03-6164,,C1218,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,96.11,26-10-2019,16:28,Ewallet,96.11,4.761904762,0,9.36,96.0891,21.9588
750-57-9686,,C1438,Naypyitaw,Normal,Female,Home and lifestyle,45.38,5,11.345,226.9,16-10-2019,13:48,Credit card,181.52,4.761904762,45.38,9.135,96.0785,19.7633
186-09-3669,,C1340,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,81.51,21-09-2019,10:57,Ewallet,81.51,4.761904762,0,9.66,96.0785,19.7633
848-07-1692,,C1224,Mandalay,Normal,Female,Health and beauty,57.22,3,8.583,171.66,18-07-2019,17:13,Ewallet,114.44,4.761904762,57.22,9.96,96.0891,21.9588
745-71-3520,,C1641,Yangon,Member,Female,Electronic accessories,25.22,10,12.61,252.2,11-07-2019,10:23,Cash,176.54,4.761904762,75.66,8.2,96.1735,16.8409
266-76-6436,,C1500,Naypyitaw,Normal,Female,Food and beverages,38.6,4,7.72,154.4,07-03-2019,13:57,Ewallet,115.8,4.761904762,38.6,7.875,96.0785,19.7633
740-22-2500,,C1483,Naypyitaw,Normal,Female,Electronic accessories,84.05,4,16.81,336.2,12-03-2019,13:29,Cash,252.15,4.761904762,84.05,10,96.0785,19.7633
271-88-8734,,C1308,Naypyitaw,Normal,Female,Fashion accessories,97.21,12,58.326,1166.52,18-11-2019,13:00,Credit card,972.1,4.761904762,194.42,,96.0785,19.7633
301-81-8610,,C1249,Mandalay,Normal,Male,Fashion accessories,25.42,11,13.981,279.62,25-04-2019,19:42,Credit card,203.36,4.761904762,76.26,,96.0891,21.9588
489-64-4354,,C1353,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.814,16.28,10-08-2019,15:36,Cash,16.28,4.761904762,0,,96.0785,19.7633
198-84-7132,,C1239,Mandalay,Normal,Male,Fashion accessories,40.61,13,26.3965,527.93,26-05-2019,13:40,Cash,365.49,4.761904762,162.44,,96.0891,21.9588
269-10-8440,,C1841,Yangon,Normal,Male,Health and beauty,53.17,7,18.6095,372.19,08-11-2019,18:01,Cash,372.19,4.761904762,0,,96.1735,16.8409
650-98-6268,,C1244,Mandalay,Normal,Female,Food and beverages,20.87,4,4.174,83.48,21-08-2019,13:53,Credit card,62.61,4.761904762,20.87,,96.0891,21.9588
741-73-3559,,C1202,Mandalay,Normal,Male,Sports and travel,67.27,7,23.5445,470.89,11-08-2019,17:27,Cash,336.35,4.761904762,134.54,,96.0891,21.9588
325-77-6186,,C1756,Yangon,Normal,Female,Home and lifestyle,90.65,10,45.325,906.5,06-08-2019,10:53,Ewallet,906.5,4.761904762,0,,96.1735,16.8409
286-75-7818,,C1261,Mandalay,Normal,Male,Fashion accessories,69.08,3,10.362,207.24,22-06-2019,19:48,Credit card,138.16,4.761904762,69.08,8.28,96.0891,21.9588
574-57-9721,,C1380,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,86.54,27-04-2019,16:53,Ewallet,86.54,4.761904762,0,5.985,96.0785,19.7633
459-50-7686,,C1728,Yangon,Normal,Female,Electronic accessories,23.46,6,7.038,140.76,15-01-2019,19:14,Ewallet,140.76,4.761904762,0,6.4,96.1735,16.8409
616-87-0016,,C1209,Mandalay,Normal,Male,Fashion accessories,95.54,10,47.77,955.4,14-06-2019,14:36,Credit card,668.78,4.761904762,286.62,10,96.0891,21.9588
837-55-7229,,C1282,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,47.44,09-09-2019,18:19,Credit card,47.44,4.761904762,0,8.16,96.0891,21.9588
751-69-0068,,C1313,Naypyitaw,Normal,Male,Sports and travel,99.24,11,54.582,1091.64,19-04-2019,19:09,Ewallet,893.16,4.761904762,198.48,9.45,96.0785,19.7633
257-73-1380,,C1321,Naypyitaw,Normal,Male,Sports and travel,82.93,5,20.7325,414.65,08-09-2019,16:51,Ewallet,331.72,4.761904762,82.93,10,96.0785,19.7633
345-08-4992,,C1858,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197,203.94,07-07-2019,15:37,Credit card,203.94,4.761904762,0,7.7,96.1735,16.8409
549-96-4200,,C1437,Naypyitaw,Normal,Male,Food and beverages,17.04,5,4.26,85.2,12-06-2019,20:15,Ewallet,68.16,4.761904762,17.04,7.35,96.0785,19.7633
810-60-6344,,C1332,Naypyitaw,Normal,Female,Health and beauty,40.86,10,20.43,408.6,12-11-2019,14:38,Credit card,326.88,4.761904762,81.72,6.825,96.0785,19.7633
450-28-2866,,C1479,Naypyitaw,Normal,Male,Health and beauty,17.44,6,5.232,104.64,27-12-2019,19:25,Cash,87.2,4.761904762,17.44,8.505,96.0785,19.7633
394-30-3170,,C1242,Mandalay,Member,Female,Health and beauty,88.43,15,66.3225,1326.45,02-12-2019,19:35,Credit card,707.44,4.761904762,619.01,5.16,96.0891,21.9588
138-17-5109,,C1829,Yangon,Member,Female,Health and beauty,89.21,13,57.9865,1159.73,22-01-2019,15:42,Credit card,802.89,4.761904762,356.84,6.5,96.1735,16.8409
192-98-7397,,C1401,Naypyitaw,Normal,Male,Health and beauty,12.78,1,0.639,12.78,08-11-2019,14:11,Ewallet,12.78,4.761904762,0,9.975,96.0785,19.7633
301-11-9629,,C1795,Yangon,Normal,Female,Health and beauty,19.1,7,6.685,133.7,26-10-2019,10:43,Cash,133.7,4.761904762,0,9.7,96.1735,16.8409
390-80-5128,,C1284,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,19.15,10-10-2019,17:58,Credit card,19.15,4.761904762,0,10,96.0891,21.9588
235-46-8343,,C1486,Naypyitaw,Member,Male,Food and beverages,27.66,17,23.511,470.22,21-12-2019,11:26,Credit card,276.6,4.761904762,193.62,9.345,96.0785,19.7633
453-12-7053,,C1425,Naypyitaw,Normal,Male,Fashion accessories,45.74,4,9.148,182.96,21-06-2019,17:38,Credit card,137.22,4.761904762,45.74,6.825,96.0785,19.7633
296-11-7041,,C1267,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,27.07,06-11-2019,20:07,Credit card,27.07,4.761904762,0,6.36,96.0891,21.9588
449-27-2918,,C1204,Mandalay,Member,Female,Fashion accessories,39.12,1,1.956,39.12,16-02-2019,11:02,Credit card,39.12,4.761904762,0,10,96.0891,21.9588
891-01-7034,,C1210,Mandalay,Normal,Female,Fashion accessories,74.71,8,29.884,597.68,11-12-2019,19:07,Cash,448.26,4.761904762,149.42,8.04,96.0891,21.9588
744-09-5786,,C1268,Mandalay,Normal,Male,Fashion accessories,22.01,8,8.804,176.08,16-02-2019,18:50,Cash,132.06,4.761904762,44.02,9.12,96.0891,21.9588
727-17-0390,,C1735,Yangon,Normal,Female,Fashion accessories,63.61,5,15.9025,318.05,12-02-2019,12:43,Ewallet,318.05,4.761904762,0,4.8,96.1735,16.8409
568-88-3448,,C1821,Yangon,Normal,Male,Fashion accessories,25,1,1.25,25,10-01-2019,15:09,Ewallet,25,4.761904762,0,5.5,96.1735,16.8409
187-83-5490,,C1820,Yangon,Member,Male,Fashion accessories,20.77,6,6.231,124.62,28-10-2019,13:47,Cash,83.08,4.761904762,41.54,4.7,96.1735,16.8409
767-54-1907,,C1234,Mandalay,Member,Female,Fashion accessories,29.56,10,14.78,295.6,22-12-2019,16:59,Cash,147.8,4.761904762,147.8,8.28,96.0891,21.9588
710-46-4433,,C1241,Mandalay,Member,Female,Fashion accessories,77.4,18,69.66,1393.2,24-09-2019,14:15,Credit card,696.6,4.761904762,696.6,5.4,96.0891,21.9588
533-33-5337,,C1259,Mandalay,Normal,Male,Fashion accessories,79.39,14,55.573,1111.46,30-03-2019,20:24,Cash,793.9,4.761904762,317.56,7.44,96.0891,21.9588
325-90-8763,,C1495,Naypyitaw,Member,Female,Fashion accessories,46.57,17,39.5845,791.69,12-04-2019,13:58,Cash,465.7,4.761904762,325.99,7.98,96.0785,19.7633
729-46-7422,,C1356,Naypyitaw,Normal,Male,Fashion accessories,35.89,1,1.7945,35.89,02-01-2019,16:52,Credit card,35.89,4.761904762,0,8.295,96.0785,19.7633
639-76-1242,,C1466,Naypyitaw,Normal,Male,Fashion accessories,40.52,6,12.156,243.12,26-11-2019,15:19,Cash,202.6,4.761904762,40.52,4.725,96.0785,19.7633
234-03-4040,,C1239,Mandalay,Member,Female,Fashion accessories,73.05,20,73.05,1461,28-09-2019,12:25,Credit card,730.5,4.761904762,730.5,10,96.0891,21.9588
326-71-2155,,C1352,Naypyitaw,Normal,Female,Sports and travel,73.95,5,18.4875,369.75,26-10-2019,10:02,Cash,295.8,4.761904762,73.95,6.405,96.0785,19.7633
320-32-8842,,C1480,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.131,22.62,12-06-2019,18:58,Cash,22.62,4.761904762,0,6.72,96.0785,19.7633
470-32-9057,,C1624,Yangon,Member,Male,Food and beverages,51.34,7,17.969,359.38,31-07-2019,15:31,Credit card,256.7,4.761904762,102.68,9.1,96.1735,16.8409
878-30-2331,,C1401,Naypyitaw,Member,Female,Sports and travel,54.55,17,46.3675,927.35,19-05-2019,11:22,Credit card,545.5,4.761904762,381.85,7.455,96.0785,19.7633
440-59-5691,,C1447,Naypyitaw,Member,Female,Health and beauty,37.15,11,20.4325,408.65,11-06-2019,13:12,Credit card,260.05,4.761904762,148.6,8.085,96.0785,19.7633
554-53-3790,,C1257,Mandalay,Normal,Male,Sports and travel,37.02,8,14.808,296.16,17-08-2019,18:33,Cash,222.12,4.761904762,74.04,5.4,96.0891,21.9588
746-19-0921,,C1482,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.079,21.58,10-11-2019,10:02,Ewallet,21.58,4.761904762,0,7.56,96.0785,19.7633
233-34-0817,,C1353,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.942,98.84,29-05-2019,11:21,Cash,98.84,4.761904762,0,8.82,96.0785,19.7633
